total_long,total_short,net_short,total_oi,net_short_ratio,concentration_top5_short,concentration_top5_long,trade_date,symbol,signal_level
59991,61302,1311,121293,1.08,157.93,154.56,2023-06-15,IC2307,多头占优
66397,69837,3440,136234,2.53,157.14,152.14,2023-06-16,IC2307,多头占优
64451,67851,3400,132302,2.57,155.03,151.73,2023-06-19,IC2307,多头占优
65072,68391,3319,133463,2.49,153.85,151.95,2023-06-20,IC2307,多头占优
72221,74470,2249,146691,1.53,154.18,152.07,2023-06-21,IC2307,多头占优
74679,77059,2380,151738,1.57,154.06,152.4,2023-06-26,IC2307,多头占优
71283,73334,2051,144617,1.42,154.73,152.65,2023-06-27,IC2307,多头占优
72893,75301,2408,148194,1.62,155.32,152.67,2023-06-28,IC2307,多头占优
67872,71086,3214,138958,2.31,154.25,151.62,2023-06-29,IC2307,多头占优
67676,71561,3885,139237,2.79,154.39,153.08,2023-06-30,IC2307,多头占优
64642,69343,4701,133985,3.51,153.72,153.15,2023-07-03,IC2307,多头占优
60450,65119,4669,125569,3.72,153.45,153.73,2023-07-04,IC2307,多头占优
59513,65319,5806,124832,4.65,153.59,153.91,2023-07-05,IC2307,多头占优
59847,66799,6952,126646,5.49,152.86,153.06,2023-07-06,IC2307,多头占优
58806,65256,6450,124062,5.2,152.38,152.76,2023-07-07,IC2307,多头占优
56210,63077,6867,119287,5.76,153.09,153.45,2023-07-10,IC2307,多头占优
54086,60939,6853,115025,5.96,153.75,153.13,2023-07-11,IC2307,多头占优
54545,60495,5950,115040,5.17,153.54,151.95,2023-07-12,IC2307,多头占优
53056,59433,6377,112489,5.67,154.76,153.14,2023-07-13,IC2307,多头占优
48117,53508,5391,101625,5.3,155.38,152.97,2023-07-14,IC2307,多头占优
43055,48599,5544,91654,6.05,155.55,152.55,2023-07-17,IC2307,多头占优
35585,39775,4190,75360,5.56,153.09,154.63,2023-07-18,IC2307,多头占优
26433,29491,3058,55924,5.47,154.11,152.44,2023-07-19,IC2307,多头占优
50219,52581,2362,102800,2.3,154.15,151.57,2023-07-20,IC2308,多头占优
54676,57969,3293,112645,2.92,151.85,149.91,2023-07-21,IC2308,多头占优
53528,56289,2761,109817,2.51,150.46,149.09,2023-07-24,IC2308,多头占优
54956,58392,3436,113348,3.03,151.8,150.6,2023-07-25,IC2308,多头占优
50057,53583,3526,103640,3.4,151.46,147.56,2023-07-26,IC2308,多头占优
50735,54349,3614,105084,3.44,153.15,148.52,2023-07-27,IC2308,多头占优
50893,55034,4141,105927,3.91,151.75,147.93,2023-07-28,IC2308,多头占优
51132,55174,4042,106306,3.8,152.92,150.3,2023-07-31,IC2308,多头占优
48681,52619,3938,101300,3.89,151.17,150.21,2023-08-01,IC2308,多头占优
47275,51087,3812,98362,3.88,152.41,149.09,2023-08-02,IC2308,多头占优
46957,50038,3081,96995,3.18,153.95,148.45,2023-08-03,IC2308,多头占优
48601,52229,3628,100830,3.6,155.22,150.53,2023-08-04,IC2308,多头占优
45005,49003,3998,94008,4.25,154.97,151.38,2023-08-07,IC2308,多头占优
45701,48712,3011,94413,3.19,155.91,152.2,2023-08-08,IC2308,多头占优
44423,47328,2905,91751,3.17,157.76,152.57,2023-08-09,IC2308,多头占优
43178,46942,3764,90120,4.18,157.4,152.86,2023-08-10,IC2308,多头占优
47217,49988,2771,97205,2.85,158.86,154.08,2023-08-11,IC2308,多头占优
43759,46153,2394,89912,2.66,157.22,154.76,2023-08-14,IC2308,多头占优
38755,40735,1980,79490,2.49,163.11,159.0,2023-08-15,IC2308,多头占优
117037,120171,3134,237208,1.32,153.64,154.08,2023-08-16,IC2309,多头占优
134343,136983,2640,271326,0.97,154.29,155.2,2023-08-17,IC2309,多头占优
139661,142103,2442,281764,0.87,153.21,154.3,2023-08-18,IC2309,多头占优
144339,145480,1141,289819,0.39,154.17,155.49,2023-08-21,IC2309,多头占优
140341,143033,2692,283374,0.95,153.86,154.93,2023-08-22,IC2309,多头占优
140379,142140,1761,282519,0.62,154.24,154.44,2023-08-23,IC2309,多头占优
135947,137435,1488,273382,0.54,153.56,154.3,2023-08-24,IC2309,多头占优
137630,138769,1139,276399,0.41,154.54,156.01,2023-08-25,IC2309,多头占优
133967,136693,2726,270660,1.01,155.2,154.17,2023-08-28,IC2309,多头占优
127569,132845,5276,260414,2.03,154.56,153.84,2023-08-29,IC2309,多头占优
117346,122561,5215,239907,2.17,153.8,152.88,2023-08-30,IC2309,多头占优
115552,120775,5223,236327,2.21,153.89,153.45,2023-08-31,IC2309,多头占优
109359,114654,5295,224013,2.36,152.09,152.06,2023-09-01,IC2309,多头占优
107449,113114,5665,220563,2.57,152.19,153.32,2023-09-04,IC2309,多头占优
100547,105557,5010,206104,2.43,152.2,152.25,2023-09-05,IC2309,多头占优
97902,102873,4971,200775,2.48,152.26,153.41,2023-09-06,IC2309,多头占优
94872,100517,5645,195389,2.89,152.89,153.3,2023-09-07,IC2309,多头占优
85852,91378,5526,177230,3.12,152.08,155.91,2023-09-08,IC2309,多头占优
84491,89518,5027,174009,2.89,152.01,159.48,2023-09-11,IC2309,多头占优
67010,70964,3954,137974,2.87,151.1,160.6,2023-09-12,IC2309,多头占优
50193,53392,3199,103585,3.09,155.09,160.14,2023-09-13,IC2309,多头占优
75162,70778,-4384,145940,-3.0,149.68,168.63,2023-09-14,IC2310,空头力量偏弱
85833,82629,-3204,168462,-1.9,151.9,166.38,2023-09-15,IC2310,空头力量偏弱
87243,84615,-2628,171858,-1.53,151.77,166.19,2023-09-18,IC2310,空头力量偏弱
85227,82083,-3144,167310,-1.88,151.02,164.41,2023-09-19,IC2310,空头力量偏弱
83786,80829,-2957,164615,-1.8,150.67,164.33,2023-09-20,IC2310,空头力量偏弱
87896,84834,-3062,172730,-1.77,151.9,164.06,2023-09-21,IC2310,空头力量偏弱
84682,82858,-1824,167540,-1.09,150.77,165.66,2023-09-22,IC2310,空头力量偏弱
80973,78116,-2857,159089,-1.8,151.14,165.13,2023-09-25,IC2310,空头力量偏弱
79346,76504,-2842,155850,-1.82,150.82,163.97,2023-09-26,IC2310,空头力量偏弱
82159,80569,-1590,162728,-0.98,152.04,164.95,2023-09-27,IC2310,空头力量偏弱
76318,75289,-1029,151607,-0.68,150.57,163.82,2023-09-28,IC2310,空头力量偏弱
79459,78331,-1128,157790,-0.71,153.2,163.65,2023-10-09,IC2310,空头力量偏弱
73796,72744,-1052,146540,-0.72,153.04,162.6,2023-10-10,IC2310,空头力量偏弱
73670,72763,-907,146433,-0.62,154.33,162.45,2023-10-11,IC2310,空头力量偏弱
66142,66645,503,132787,0.38,155.21,159.67,2023-10-12,IC2310,多头占优
65898,65753,-145,131651,-0.11,158.0,160.3,2023-10-13,IC2310,空头力量偏弱
61470,61521,51,122991,0.04,157.81,159.3,2023-10-16,IC2310,多头占优
49978,50730,752,100708,0.75,158.61,158.73,2023-10-17,IC2310,多头占优
38493,38936,443,77429,0.57,160.17,156.33,2023-10-18,IC2310,多头占优
63690,59074,-4616,122764,-3.76,152.32,164.58,2023-10-19,IC2311,空头力量偏弱
75153,70793,-4360,145946,-2.99,155.23,162.58,2023-10-20,IC2311,空头力量偏弱
74126,70454,-3672,144580,-2.54,155.58,157.76,2023-10-23,IC2311,空头力量偏弱
70405,68973,-1432,139378,-1.03,158.3,157.22,2023-10-24,IC2311,空头力量偏弱
63882,63205,-677,127087,-0.53,157.1,156.75,2023-10-25,IC2311,空头力量偏弱
65329,65164,-165,130493,-0.13,157.6,158.45,2023-10-26,IC2311,空头力量偏弱
64246,65105,859,129351,0.66,156.9,158.46,2023-10-27,IC2311,多头占优
61857,63037,1180,124894,0.94,158.28,156.6,2023-10-30,IC2311,多头占优
61912,62251,339,124163,0.27,159.08,155.49,2023-10-31,IC2311,多头占优
58543,59169,626,117712,0.53,158.16,155.0,2023-11-01,IC2311,多头占优
57846,58848,1002,116694,0.86,159.48,155.53,2023-11-02,IC2311,多头占优
59969,61279,1310,121248,1.08,159.86,155.96,2023-11-03,IC2311,多头占优
57576,59252,1676,116828,1.43,160.62,155.21,2023-11-06,IC2311,多头占优
55629,57539,1910,113168,1.69,162.19,154.75,2023-11-07,IC2311,多头占优
53787,56824,3037,110611,2.75,162.51,156.34,2023-11-08,IC2311,多头占优
51986,55048,3062,107034,2.86,163.01,154.93,2023-11-09,IC2311,多头占优
49354,52426,3072,101780,3.02,162.83,155.4,2023-11-10,IC2311,多头占优
44722,47176,2454,91898,2.67,163.9,154.28,2023-11-13,IC2311,多头占优
38288,39684,1396,77972,1.79,163.34,159.21,2023-11-14,IC2311,多头占优
28962,28595,-367,57557,-0.64,159.68,160.99,2023-11-15,IC2311,空头力量偏弱
126959,137978,11019,264937,4.16,154.48,155.84,2023-11-16,IC2312,多头占优
130847,141857,11010,272704,4.04,154.43,156.03,2023-11-17,IC2312,多头占优
133529,144197,10668,277726,3.84,154.92,155.94,2023-11-20,IC2312,多头占优
128766,138500,9734,267266,3.64,154.68,155.88,2023-11-21,IC2312,多头占优
131190,140122,8932,271312,3.29,156.01,156.84,2023-11-22,IC2312,多头占优
127666,136649,8983,264315,3.4,155.35,157.12,2023-11-23,IC2312,多头占优
128048,135588,7540,263636,2.86,156.13,157.07,2023-11-24,IC2312,多头占优
123235,132750,9515,255985,3.72,156.16,156.16,2023-11-27,IC2312,多头占优
123335,133012,9677,256347,3.77,155.81,156.26,2023-11-28,IC2312,多头占优
117615,126773,9158,244388,3.75,155.17,154.93,2023-11-29,IC2312,多头占优
120620,129155,8535,249775,3.42,155.43,155.75,2023-11-30,IC2312,多头占优
114513,123397,8884,237910,3.73,156.08,154.69,2023-12-01,IC2312,多头占优
112667,120359,7692,233026,3.3,157.32,154.29,2023-12-04,IC2312,多头占优
110878,116552,5674,227430,2.49,156.26,151.91,2023-12-05,IC2312,多头占优
105328,110517,5189,215845,2.4,156.95,152.79,2023-12-06,IC2312,多头占优
93807,97844,4037,191651,2.11,153.57,151.8,2023-12-07,IC2312,多头占优
84932,85718,786,170650,0.46,150.55,153.2,2023-12-08,IC2312,多头占优
76055,78565,2510,154620,1.62,149.15,153.84,2023-12-11,IC2312,多头占优
59155,60082,927,119237,0.78,148.64,155.05,2023-12-12,IC2312,多头占优
43719,43431,-288,87150,-0.33,151.0,157.97,2023-12-13,IC2312,空头力量偏弱
73704,72720,-984,146424,-0.67,148.78,157.94,2023-12-14,IC2401,空头力量偏弱
85837,83851,-1986,169688,-1.17,147.88,156.86,2023-12-15,IC2401,空头力量偏弱
86048,82075,-3973,168123,-2.36,145.88,155.95,2023-12-18,IC2401,空头力量偏弱
86266,82955,-3311,169221,-1.96,145.97,156.67,2023-12-19,IC2401,空头力量偏弱
86061,81775,-4286,167836,-2.55,146.27,155.11,2023-12-20,IC2401,空头力量偏弱
90489,88167,-2322,178656,-1.3,147.24,155.88,2023-12-21,IC2401,空头力量偏弱
90423,86855,-3568,177278,-2.01,147.06,155.96,2023-12-22,IC2401,空头力量偏弱
86636,83723,-2913,170359,-1.71,145.39,155.46,2023-12-25,IC2401,空头力量偏弱
88639,85978,-2661,174617,-1.52,146.87,155.85,2023-12-26,IC2401,空头力量偏弱
86424,83521,-2903,169945,-1.71,147.52,155.81,2023-12-27,IC2401,空头力量偏弱
87092,85863,-1229,172955,-0.71,147.77,157.74,2023-12-28,IC2401,空头力量偏弱
82817,81411,-1406,164228,-0.86,146.17,157.04,2023-12-29,IC2401,空头力量偏弱
79592,78731,-861,158323,-0.54,145.31,157.14,2024-01-02,IC2401,空头力量偏弱
79439,77858,-1581,157297,-1.01,145.65,157.64,2024-01-03,IC2401,空头力量偏弱
75414,73609,-1805,149023,-1.21,145.54,157.88,2024-01-04,IC2401,空头力量偏弱
79428,76242,-3186,155670,-2.05,148.37,158.92,2024-01-05,IC2401,空头力量偏弱
80036,76183,-3853,156219,-2.47,149.13,153.75,2024-01-08,IC2401,空头力量偏弱
74925,70518,-4407,145443,-3.03,150.82,154.18,2024-01-09,IC2401,空头力量偏弱
73704,70596,-3108,144300,-2.15,150.71,152.92,2024-01-10,IC2401,空头力量偏弱
67981,65428,-2553,133409,-1.91,150.16,152.57,2024-01-11,IC2401,空头力量偏弱
64594,61749,-2845,126343,-2.25,150.58,149.97,2024-01-12,IC2401,空头力量偏弱
59109,57127,-1982,116236,-1.71,151.47,150.76,2024-01-15,IC2401,空头力量偏弱
50259,49071,-1188,99330,-1.2,150.79,149.78,2024-01-16,IC2401,空头力量偏弱
37494,37159,-335,74653,-0.45,152.08,151.67,2024-01-17,IC2401,空头力量偏弱
55429,54776,-653,110205,-0.59,152.44,151.42,2024-01-18,IC2402,空头力量偏弱
57921,57489,-432,115410,-0.37,151.82,150.58,2024-01-19,IC2402,空头力量偏弱
66910,68032,1122,134942,0.83,152.59,154.43,2024-01-22,IC2402,多头占优
62986,63276,290,126262,0.23,152.5,155.66,2024-01-23,IC2402,多头占优
61172,61175,3,122347,0.0,151.25,154.22,2024-01-24,IC2402,多头占优
55150,55448,298,110598,0.27,151.03,152.34,2024-01-25,IC2402,多头占优
49516,49896,380,99412,0.38,150.22,153.51,2024-01-26,IC2402,多头占优
52777,52672,-105,105449,-0.1,150.04,155.54,2024-01-29,IC2402,空头力量偏弱
51501,52121,620,103622,0.6,151.13,157.17,2024-01-30,IC2402,多头占优
57012,58134,1122,115146,0.97,151.81,157.85,2024-01-31,IC2402,多头占优
52568,52816,248,105384,0.24,150.32,158.07,2024-02-01,IC2402,多头占优
54793,56055,1262,110848,1.14,150.73,160.28,2024-02-02,IC2402,多头占优
52554,54052,1498,106606,1.41,151.95,158.61,2024-02-05,IC2402,多头占优
43558,44119,561,87677,0.64,150.84,160.68,2024-02-06,IC2402,多头占优
122978,131376,8398,254354,3.3,153.53,156.48,2024-02-07,IC2403,多头占优
132578,139937,7359,272515,2.7,154.91,153.36,2024-02-08,IC2403,多头占优
121318,127901,6583,249219,2.64,152.6,151.93,2024-02-19,IC2403,多头占优
117777,123473,5696,241250,2.36,154.86,151.28,2024-02-20,IC2403,多头占优
118495,124224,5729,242719,2.36,153.6,150.14,2024-02-21,IC2403,多头占优
111093,116252,5159,227345,2.27,154.12,150.66,2024-02-22,IC2403,多头占优
111277,114602,3325,225879,1.47,153.14,151.09,2024-02-23,IC2403,多头占优
109088,112016,2928,221104,1.32,153.8,152.59,2024-02-26,IC2403,多头占优
105405,108037,2632,213442,1.23,152.61,151.93,2024-02-27,IC2403,多头占优
108115,109968,1853,218083,0.85,152.92,150.2,2024-02-28,IC2403,多头占优
99759,102506,2747,202265,1.36,152.86,149.5,2024-02-29,IC2403,多头占优
93229,94330,1101,187559,0.59,153.15,149.6,2024-03-01,IC2403,多头占优
87441,87838,397,175279,0.23,151.9,149.41,2024-03-04,IC2403,多头占优
85061,84510,-551,169571,-0.32,152.41,150.28,2024-03-05,IC2403,空头力量偏弱
79885,79775,-110,159660,-0.07,151.83,152.3,2024-03-06,IC2403,空头力量偏弱
75381,74566,-815,149947,-0.54,152.42,155.1,2024-03-07,IC2403,空头力量偏弱
71768,70983,-785,142751,-0.55,152.38,154.78,2024-03-08,IC2403,空头力量偏弱
66270,64411,-1859,130681,-1.42,152.26,157.45,2024-03-11,IC2403,空头力量偏弱
59439,57566,-1873,117005,-1.6,151.61,157.55,2024-03-12,IC2403,空头力量偏弱
46109,44374,-1735,90483,-1.92,157.68,156.95,2024-03-13,IC2403,空头力量偏弱
64087,60239,-3848,124326,-3.1,149.56,156.8,2024-03-14,IC2404,空头力量偏弱
74587,69124,-5463,143711,-3.8,149.96,156.89,2024-03-15,IC2404,空头力量偏弱
71860,66022,-5838,137882,-4.23,149.61,155.66,2024-03-18,IC2404,空头力量偏弱
72304,66395,-5909,138699,-4.26,150.46,156.52,2024-03-19,IC2404,空头力量偏弱
68538,63196,-5342,131734,-4.06,149.64,155.4,2024-03-20,IC2404,空头力量偏弱
70162,64576,-5586,134738,-4.15,150.43,155.16,2024-03-21,IC2404,空头力量偏弱
71736,67036,-4700,138772,-3.39,151.01,156.19,2024-03-22,IC2404,空头力量偏弱
70045,65405,-4640,135450,-3.43,151.83,157.04,2024-03-25,IC2404,空头力量偏弱
70830,66787,-4043,137617,-2.94,150.9,157.62,2024-03-26,IC2404,空头力量偏弱
68752,65608,-3144,134360,-2.34,151.95,158.2,2024-03-27,IC2404,空头力量偏弱
70106,65945,-4161,136051,-3.06,150.83,156.77,2024-03-28,IC2404,空头力量偏弱
67336,62588,-4748,129924,-3.65,151.27,158.36,2024-03-29,IC2404,空头力量偏弱
66035,61050,-4985,127085,-3.92,151.52,158.31,2024-04-01,IC2404,空头力量偏弱
63411,58394,-5017,121805,-4.12,151.69,158.18,2024-04-02,IC2404,空头力量偏弱
62670,57704,-4966,120374,-4.13,151.89,158.13,2024-04-03,IC2404,空头力量偏弱
64908,60491,-4417,125399,-3.52,152.55,159.61,2024-04-08,IC2404,空头力量偏弱
59837,55299,-4538,115136,-3.94,152.59,159.57,2024-04-09,IC2404,空头力量偏弱
63025,58337,-4688,121362,-3.86,152.68,161.2,2024-04-10,IC2404,空头力量偏弱
58150,52926,-5224,111076,-4.7,151.18,159.06,2024-04-11,IC2404,空头力量偏弱
56372,52148,-4224,108520,-3.89,153.09,160.2,2024-04-12,IC2404,空头力量偏弱
54848,50917,-3931,105765,-3.72,151.14,161.42,2024-04-15,IC2404,空头力量偏弱
48628,44976,-3652,93604,-3.9,153.88,161.91,2024-04-16,IC2404,空头力量偏弱
36329,33906,-2423,70235,-3.45,153.09,157.67,2024-04-17,IC2404,空头力量偏弱
53240,50212,-3028,103452,-2.93,153.18,159.38,2024-04-18,IC2405,空头力量偏弱
60253,55708,-4545,115961,-3.92,150.92,157.24,2024-04-19,IC2405,空头力量偏弱
59069,55123,-3946,114192,-3.46,151.0,157.37,2024-04-22,IC2405,空头力量偏弱
60741,56610,-4131,117351,-3.52,152.49,157.33,2024-04-23,IC2405,空头力量偏弱
56971,52755,-4216,109726,-3.84,150.73,157.33,2024-04-24,IC2405,空头力量偏弱
58744,54378,-4366,113122,-3.86,151.2,156.49,2024-04-25,IC2405,空头力量偏弱
57082,53519,-3563,110601,-3.22,151.31,154.51,2024-04-26,IC2405,空头力量偏弱
53205,50515,-2690,103720,-2.59,150.71,153.74,2024-04-29,IC2405,空头力量偏弱
49686,47255,-2431,96941,-2.51,151.17,155.16,2024-04-30,IC2405,空头力量偏弱
49778,47215,-2563,96993,-2.64,150.36,154.08,2024-05-06,IC2405,空头力量偏弱
45480,42850,-2630,88330,-2.98,149.24,153.32,2024-05-07,IC2405,空头力量偏弱
45394,42567,-2827,87961,-3.21,150.46,154.37,2024-05-08,IC2405,空头力量偏弱
43929,42346,-1583,86275,-1.83,150.09,155.18,2024-05-09,IC2405,空头力量偏弱
44199,42068,-2131,86267,-2.47,151.85,155.65,2024-05-10,IC2405,空头力量偏弱
39922,37367,-2555,77289,-3.31,151.75,154.61,2024-05-13,IC2405,空头力量偏弱
34405,32050,-2355,66455,-3.54,151.88,155.1,2024-05-14,IC2405,空头力量偏弱
26339,24947,-1392,51286,-2.71,154.0,154.39,2024-05-15,IC2405,空头力量偏弱
113715,114955,1240,228670,0.54,159.61,152.42,2024-05-16,IC2406,多头占优
117270,119178,1908,236448,0.81,158.21,151.35,2024-05-17,IC2406,多头占优
115820,116934,1114,232754,0.48,158.83,151.59,2024-05-20,IC2406,多头占优
112668,113450,782,226118,0.35,157.86,150.74,2024-05-21,IC2406,多头占优
111546,111932,386,223478,0.17,157.81,150.59,2024-05-22,IC2406,多头占优
112911,111608,-1303,224519,-0.58,158.06,150.09,2024-05-23,IC2406,空头力量偏弱
110214,109342,-872,219556,-0.4,157.67,149.37,2024-05-24,IC2406,空头力量偏弱
108798,107502,-1296,216300,-0.6,157.42,148.75,2024-05-27,IC2406,空头力量偏弱
105911,103711,-2200,209622,-1.05,157.37,148.89,2024-05-28,IC2406,空头力量偏弱
105199,104505,-694,209704,-0.33,158.03,148.51,2024-05-29,IC2406,空头力量偏弱
105196,104451,-745,209647,-0.36,158.39,148.28,2024-05-30,IC2406,空头力量偏弱
102215,102354,139,204569,0.07,159.21,149.3,2024-05-31,IC2406,多头占优
104658,103567,-1091,208225,-0.52,158.77,148.84,2024-06-03,IC2406,空头力量偏弱
99433,99440,7,198873,0.0,158.12,149.06,2024-06-04,IC2406,多头占优
96167,95693,-474,191860,-0.25,158.16,149.25,2024-06-05,IC2406,空头力量偏弱
99735,100008,273,199743,0.14,159.45,150.09,2024-06-06,IC2406,多头占优
93438,93586,148,187024,0.08,158.86,149.16,2024-06-07,IC2406,多头占优
91645,91805,160,183450,0.09,159.51,150.44,2024-06-11,IC2406,多头占优
85813,85823,10,171636,0.01,159.26,150.05,2024-06-12,IC2406,多头占优
84448,84083,-365,168531,-0.22,159.01,151.01,2024-06-13,IC2406,空头力量偏弱
82010,82214,204,164224,0.12,161.18,152.25,2024-06-14,IC2406,多头占优
67964,68695,731,136659,0.53,161.21,150.95,2024-06-17,IC2406,多头占优
58501,59877,1376,118378,1.16,161.45,151.18,2024-06-18,IC2406,多头占优
44134,44853,719,88987,0.81,162.51,153.3,2024-06-19,IC2406,多头占优
60665,58793,-1872,119458,-1.57,159.99,158.02,2024-06-20,IC2407,空头力量偏弱
68696,68011,-685,136707,-0.5,159.08,158.26,2024-06-21,IC2407,空头力量偏弱
74272,73528,-744,147800,-0.5,158.77,156.03,2024-06-24,IC2407,空头力量偏弱
69939,70424,485,140363,0.35,157.51,155.37,2024-06-25,IC2407,多头占优
71627,72132,505,143759,0.35,158.26,155.43,2024-06-26,IC2407,多头占优
67441,67576,135,135017,0.1,157.51,153.65,2024-06-27,IC2407,多头占优
68081,68768,687,136849,0.5,158.62,156.31,2024-06-28,IC2407,多头占优
63123,63995,872,127118,0.69,156.32,153.02,2024-07-01,IC2407,多头占优
64389,64416,27,128805,0.02,158.45,154.07,2024-07-02,IC2407,多头占优
62650,63454,804,126104,0.64,157.59,152.74,2024-07-03,IC2407,多头占优
65248,65565,317,130813,0.24,158.93,152.96,2024-07-04,IC2407,多头占优
63421,64115,694,127536,0.54,157.79,152.21,2024-07-05,IC2407,多头占优
62679,62655,-24,125334,-0.02,157.94,152.7,2024-07-08,IC2407,空头力量偏弱
65681,67561,1880,133242,1.41,159.4,153.31,2024-07-09,IC2407,多头占优
56434,58272,1838,114706,1.6,157.46,152.45,2024-07-10,IC2407,多头占优
57134,59066,1932,116200,1.66,159.74,152.99,2024-07-11,IC2407,多头占优
51087,52661,1574,103748,1.52,158.1,150.59,2024-07-12,IC2407,多头占优
48200,50295,2095,98495,2.13,159.12,152.66,2024-07-15,IC2407,多头占优
41128,43774,2646,84902,3.12,159.31,150.8,2024-07-16,IC2407,多头占优
32808,34134,1326,66942,1.98,162.11,155.93,2024-07-17,IC2407,多头占优
47780,47597,-183,95377,-0.19,159.87,150.72,2024-07-18,IC2408,空头力量偏弱
53505,53168,-337,106673,-0.32,160.06,150.7,2024-07-19,IC2408,空头力量偏弱
49484,49337,-147,98821,-0.15,157.75,149.29,2024-07-22,IC2408,空头力量偏弱
54715,54470,-245,109185,-0.22,160.7,149.75,2024-07-23,IC2408,空头力量偏弱
56871,56751,-120,113622,-0.11,160.66,148.25,2024-07-24,IC2408,空头力量偏弱
54357,55121,764,109478,0.7,160.69,148.45,2024-07-25,IC2408,多头占优
50319,51060,741,101379,0.73,161.08,149.13,2024-07-26,IC2408,多头占优
48022,49422,1400,97444,1.44,159.93,148.23,2024-07-29,IC2408,多头占优
49518,51748,2230,101266,2.2,160.29,150.15,2024-07-30,IC2408,多头占优
52406,54616,2210,107022,2.06,163.73,153.08,2024-07-31,IC2408,多头占优
47578,48646,1068,96224,1.11,162.17,150.48,2024-08-01,IC2408,多头占优
49082,50410,1328,99492,1.33,164.09,152.03,2024-08-02,IC2408,多头占优
53747,55021,1274,108768,1.17,163.24,151.39,2024-08-05,IC2408,多头占优
46738,48158,1420,94896,1.5,162.98,148.41,2024-08-06,IC2408,多头占优
43176,44195,1019,87371,1.17,162.65,147.59,2024-08-07,IC2408,多头占优
44446,46085,1639,90531,1.81,164.42,151.33,2024-08-08,IC2408,多头占优
39599,40938,1339,80537,1.66,163.01,146.87,2024-08-09,IC2408,多头占优
37786,38471,685,76257,0.9,162.64,149.44,2024-08-12,IC2408,多头占优
33479,33708,229,67187,0.34,162.46,149.94,2024-08-13,IC2408,多头占优
23813,25087,1274,48900,2.61,162.3,151.98,2024-08-14,IC2408,多头占优
105954,107981,2027,213935,0.95,157.81,154.19,2024-08-15,IC2409,多头占优
102832,104400,1568,207232,0.76,156.54,152.94,2024-08-16,IC2409,多头占优
104996,106844,1848,211840,0.87,157.07,153.76,2024-08-19,IC2409,多头占优
104683,106157,1474,210840,0.7,157.21,152.86,2024-08-20,IC2409,多头占优
100154,101869,1715,202023,0.85,156.02,151.95,2024-08-21,IC2409,多头占优
104068,106167,2099,210235,1.0,157.6,151.57,2024-08-22,IC2409,多头占优
99069,101787,2718,200856,1.35,155.88,150.33,2024-08-23,IC2409,多头占优
99212,101518,2306,200730,1.15,156.53,150.33,2024-08-26,IC2409,多头占优
96469,98248,1779,194717,0.91,155.89,150.1,2024-08-27,IC2409,多头占优
95709,98237,2528,193946,1.3,156.41,150.75,2024-08-28,IC2409,多头占优
98102,100584,2482,198686,1.25,157.22,152.32,2024-08-29,IC2409,多头占优
96833,98937,2104,195770,1.07,156.17,151.76,2024-08-30,IC2409,多头占优
90714,92523,1809,183237,0.99,155.86,150.87,2024-09-02,IC2409,多头占优
90895,92274,1379,183169,0.75,155.8,151.37,2024-09-03,IC2409,多头占优
86418,87865,1447,174283,0.83,154.58,150.72,2024-09-04,IC2409,多头占优
83659,84118,459,167777,0.27,154.94,151.38,2024-09-05,IC2409,多头占优
80902,81607,705,162509,0.43,154.83,150.33,2024-09-06,IC2409,多头占优
78328,79560,1232,157888,0.78,154.55,150.95,2024-09-09,IC2409,多头占优
79643,80537,894,160180,0.56,155.73,152.31,2024-09-10,IC2409,多头占优
68571,69783,1212,138354,0.88,153.18,151.07,2024-09-11,IC2409,多头占优
66654,67120,466,133774,0.35,155.07,150.44,2024-09-12,IC2409,多头占优
56895,56716,-179,113611,-0.16,153.91,150.6,2024-09-13,IC2409,空头力量偏弱
44794,47326,2532,92120,2.75,160.61,155.57,2024-09-18,IC2409,多头占优
55118,53097,-2021,108215,-1.87,155.2,155.44,2024-09-19,IC2410,空头力量偏弱
61862,59640,-2222,121502,-1.83,157.49,153.79,2024-09-20,IC2410,空头力量偏弱
60883,58319,-2564,119202,-2.15,157.14,152.66,2024-09-23,IC2410,空头力量偏弱
75562,71944,-3618,147506,-2.45,158.76,154.14,2024-09-24,IC2410,空头力量偏弱
64140,61363,-2777,125503,-2.21,159.69,153.24,2024-09-25,IC2410,空头力量偏弱
68039,65909,-2130,133948,-1.59,158.21,151.9,2024-09-26,IC2410,空头力量偏弱
66709,64796,-1913,131505,-1.45,154.5,149.52,2024-09-27,IC2410,空头力量偏弱
60702,60230,-472,120932,-0.39,152.66,152.83,2024-09-30,IC2410,空头力量偏弱
55146,57518,2372,112664,2.11,154.12,152.01,2024-10-08,IC2410,多头占优
57997,58510,513,116507,0.44,154.83,150.78,2024-10-09,IC2410,多头占优
57018,57418,400,114436,0.35,155.78,152.94,2024-10-10,IC2410,多头占优
54588,53510,-1078,108098,-1.0,155.34,153.01,2024-10-11,IC2410,空头力量偏弱
50192,49832,-360,100024,-0.36,157.46,154.13,2024-10-14,IC2410,空头力量偏弱
40355,40451,96,80806,0.12,159.18,152.22,2024-10-15,IC2410,多头占优
38116,39061,945,77177,1.22,160.18,155.04,2024-10-16,IC2410,多头占优
41323,39464,-1859,80787,-2.3,155.44,149.96,2024-10-17,IC2411,空头力量偏弱
